Ticket,Name,Link,Price,Market Cap,Change
APIS,APIS,https://coinmarketcap.com/currencies/apis/,$0.000457,"$4,099,407",1.52%
YOYOW,YOYOW,https://coinmarketcap.com/currencies/yoyow/,$0.013579,"$4,073,713",5.07%
XDN,DigitalNote,https://coinmarketcap.com/currencies/digitalnote/,$0.000550,"$4,056,710",0.57%
ZIP,Zipper,https://coinmarketcap.com/currencies/zip/,$0.000250,"$4,051,654",-0.26%
MITX,Morpheus Labs,https://coinmarketcap.com/currencies/morpheus-labs/,$0.011600,"$4,041,279",18.52%
ZEL,ZelCash,https://coinmarketcap.com/currencies/zelcash/,$0.049628,"$4,038,723",-2.10%
CREDO,Credo,https://coinmarketcap.com/currencies/credo/,$0.007285,"$4,005,777",18.07%
DDD,Scry.info,https://coinmarketcap.com/currencies/scryinfo/,$0.009393,"$4,133,332",-5.18%
GET,GET Protocol,https://coinmarketcap.com/currencies/get-protocol/,$0.350823,"$3,995,263",-7.74%
STACS,STACS,https://coinmarketcap.com/currencies/stacs/,$0.007674,"$3,991,674",10.02%
XDCE,XinFin Network,https://coinmarketcap.com/currencies/xinfin-network/,$0.001014,"$3,980,938",1.12%
NLG,Gulden,https://coinmarketcap.com/currencies/gulden/,$0.007921,"$3,950,807",-1.46%
KEY,Selfkey,https://coinmarketcap.com/currencies/selfkey/,$0.001374,"$3,941,926",3.82%
AUTO,Cube,https://coinmarketcap.com/currencies/cube/,$0.000577,"$3,909,939",2.68%
POA,POA,https://coinmarketcap.com/currencies/poa/,$0.017596,"$3,874,042",1.89%
APPC,AppCoins,https://coinmarketcap.com/currencies/appcoins/,$0.038609,"$3,862,965",2.01%
SEAL,Sealchain,https://coinmarketcap.com/currencies/sealchain/,$0.020676,"$3,841,877",0.15%
UPP,Sentinel Prot...,https://coinmarketcap.com/currencies/sentinel-protocol/,$0.012335,"$3,838,614",6.00%
BNANA,Chimpion,https://coinmarketcap.com/currencies/chimpion/,$0.120697,"$3,829,420",1.42%
XYO,XYO,https://coinmarketcap.com/currencies/xyo/,$0.000459,"$3,804,130",2.53%
MPAY,MenaPay,https://coinmarketcap.com/currencies/menapay/,$0.039735,"$3,790,783",12.27%
ECA,Electra,https://coinmarketcap.com/currencies/electra/,$0.000132,"$3,778,577",-2.63%
AST,AirSwap,https://coinmarketcap.com/currencies/airswap/,$0.024906,"$3,735,908",1.52%
BTN,BitNewChain,https://coinmarketcap.com/currencies/bitnewchain/,$0.020848,"$3,746,350",-11.29%
DNT,district0x,https://coinmarketcap.com/currencies/district0x/,$0.006236,"$3,741,331",0.24%
CAJ,Cajutel,https://coinmarketcap.com/currencies/cajutel/,$2.75,"$3,719,620",0.54%
UBQ,Ubiq,https://coinmarketcap.com/currencies/ubiq/,$0.087215,"$3,716,141",4.92%
BCPT,Blockmason Cr...,https://coinmarketcap.com/currencies/blockmason/,$0.031911,"$3,706,707",1.85%
AID,AIDUS TOKEN,https://coinmarketcap.com/currencies/aidus-token/,$0.004104,"$3,703,502",6.90%
DEX,DEX,https://coinmarketcap.com/currencies/dex/,$0.019322,"$3,700,962",-5.49%
EMC,Emercoin,https://coinmarketcap.com/currencies/emercoin/,$0.082490,"$3,683,772",1.98%
VEIL,Veil,https://coinmarketcap.com/currencies/veil/,$0.083743,"$3,682,345",-0.69%
VEE,BLOCKv,https://coinmarketcap.com/currencies/blockv/,$0.001383,"$3,681,715",9.34%
AEON,Aeon,https://coinmarketcap.com/currencies/aeon/,$0.232398,"$3,679,200",-2.29%
MRPH,Morpheus.Network,https://coinmarketcap.com/currencies/morpheus-network/,$0.111186,"$3,675,661",-7.42%
BTX,Bitcore,https://coinmarketcap.com/currencies/bitcore/,$0.210330,"$3,661,225",-0.84%
NPC,NPCoin,https://coinmarketcap.com/currencies/npcoin/,$0.050334,"$3,647,077",8.95%
ARN,Aeron,https://coinmarketcap.com/currencies/aeron/,$0.182379,"$3,645,392",0.44%
BMX,BitMart Token,https://coinmarketcap.com/currencies/bitmart-token/,$0.021915,"$3,642,880",5.15%
BOLT,BOLT,https://coinmarketcap.com/currencies/bolt/,$0.008826,"$3,641,572",4.36%
AT,Artfinity,https://coinmarketcap.com/currencies/artfinity/,$0.029820,"$3,636,183",-4.93%
PVT,Pivot Token,https://coinmarketcap.com/currencies/pivot-token/,$0.000707,"$3,630,759",2.90%
USDS,StableUSD,https://coinmarketcap.com/currencies/stableusd/,$1.00,"$3,605,219",-0.35%
TERN,Ternio,https://coinmarketcap.com/currencies/ternio/,$0.010707,"$3,577,993",3.71%
KCASH,Kcash,https://coinmarketcap.com/currencies/kcash/,$0.007948,"$3,540,682",5.23%
INF,Infinitus Token,https://coinmarketcap.com/currencies/infinitus-token/,$0.273782,"$3,552,163",-4.48%
PLY,PlayCoin [ERC20],https://coinmarketcap.com/currencies/playcoin-erc20/,$0.003578,"$3,532,957",2.83%
RFR,Refereum,https://coinmarketcap.com/currencies/refereum/,$0.000840,"$3,524,578",1.91%
XAUR,Xaurum,https://coinmarketcap.com/currencies/xaurum/,$0.045568,"$3,497,712",-4.95%
FUEL,Etherparty,https://coinmarketcap.com/currencies/etherparty/,$0.003485,"$3,484,706",2.71%
DLT,Agrello,https://coinmarketcap.com/currencies/agrello-delta/,$0.040388,"$3,472,476",0.54%
RSTR,Ondori,https://coinmarketcap.com/currencies/ondori/,$0.000092,"$3,462,589",0.54%
AXE,Axe,https://coinmarketcap.com/currencies/axe/,$0.686054,"$3,446,003",13.53%
BOS,BOScoin,https://coinmarketcap.com/currencies/boscoin/,$0.004962,"$3,438,164",-1.33%
RNT,OneRoot Network,https://coinmarketcap.com/currencies/oneroot-network/,$0.011909,"$3,383,076",9.63%
VITES,Vites,https://coinmarketcap.com/currencies/vites/,$0.000092,"$3,379,703",0.54%
HLT,Esportbits,https://coinmarketcap.com/currencies/esportbits/,$0.168604,"$3,374,327",-0.31%
ERC20,ERC20,https://coinmarketcap.com/currencies/erc20/,$0.067403,"$3,370,139",0.21%
VDG,VeriDocGlobal,https://coinmarketcap.com/currencies/veridocglobal/,$0.000426,"$3,341,249",-4.84%
HBT,Hubii Network,https://coinmarketcap.com/currencies/hubii-network/,$0.219346,"$3,321,525",-5.81%
DAGT,Digital Asset...,https://coinmarketcap.com/currencies/digital-asset-guarantee-token/,$0.143761,"$3,314,018",35.35%
PNT,Penta,https://coinmarketcap.com/currencies/penta/,$0.000156,"$3,284,136",6.91%
ARRR,Pirate Chain,https://coinmarketcap.com/currencies/pirate-chain/,$0.025763,"$3,281,911",9.08%
GENE,Gene Source C...,https://coinmarketcap.com/currencies/gene-source-code-chain/,$0.008728,"$3,275,309",-20.21%
GOT,ParkinGo,https://coinmarketcap.com/currencies/parkingo/,$0.203048,"$3,262,023",6.37%
GCC,Global Crypto...,https://coinmarketcap.com/currencies/global-cryptocurrency/,$0.002568,"$3,254,689",0.58%
CNN,Content Neutr...,https://coinmarketcap.com/currencies/content-neutrality-network/,$0.000083,"$3,226,138",5.78%
CTC,Credit Tag Chain,https://coinmarketcap.com/currencies/credit-tag-chain/,$0.053935,"$3,222,435",0.00%
LKK,Lykke,https://coinmarketcap.com/currencies/lykke/,$0.010170,"$3,221,856",-1.09%
FLASH,Flash,https://coinmarketcap.com/currencies/flash/,$0.003577,"$3,218,967",7.64%
MOBI,Mobius,https://coinmarketcap.com/currencies/mobius/,$0.006248,"$3,218,015",3.57%
SFT,Safex Token,https://coinmarketcap.com/currencies/safex-token/,$0.002568,"$3,206,692",-60.02%
XST,Stealth,https://coinmarketcap.com/currencies/stealth/,$0.094918,"$3,199,731",12.61%
MDS,MediShares,https://coinmarketcap.com/currencies/medishares/,$0.004288,"$3,178,858",1.95%
TAC,Traceability ...,https://coinmarketcap.com/currencies/traceability-chain/,$0.004677,"$3,181,961",-1.13%
BQQQ,Bitsdaq,https://coinmarketcap.com/currencies/bitsdaq/,$0.001185,"$3,180,615",0.14%
RBLX,Rublix,https://coinmarketcap.com/currencies/rublix/,$0.153019,"$3,179,940",0.32%
CLR,Color Platform,https://coinmarketcap.com/currencies/color-platform/,$0.023767,"$3,165,943",-2.98%
WINGS,Wings,https://coinmarketcap.com/currencies/wings/,$0.032648,"$3,146,601",3.18%
XBASE,Eterbase Coin,https://coinmarketcap.com/currencies/eterbase-coin/,$0.003193,"$3,134,485",-0.62%
VID,VideoCoin,https://coinmarketcap.com/currencies/videocoin/,$0.200998,"$3,119,700",1.57%
XWC,WhiteCoin,https://coinmarketcap.com/currencies/whitecoin/,$0.011062,"$2,767,545",-1.61%
GEN,DAOstack,https://coinmarketcap.com/currencies/daostack/,$0.075232,"$3,106,714",-5.77%
GTC,Game.com,https://coinmarketcap.com/currencies/game/,$0.004062,"$3,092,891",0.60%
COLX,ColossusXT,https://coinmarketcap.com/currencies/colossusxt/,$0.000267,"$3,091,831",-2.41%
BAX,BABB,https://coinmarketcap.com/currencies/babb/,$0.000108,"$3,078,482",64.87%
PCH,POPCHAIN,https://coinmarketcap.com/currencies/popchain/,$0.003429,"$3,061,395",0.00%
GNX,Genaro Network,https://coinmarketcap.com/currencies/genaro-network/,$0.011960,"$3,060,324",-1.50%
BTO,Bottos,https://coinmarketcap.com/currencies/bottos/,$0.005547,"$3,028,681",2.30%
PTT,Proton Token,https://coinmarketcap.com/currencies/proton-token/,$0.000366,"$3,028,199",0.56%
TIOX,Trade Token X,https://coinmarketcap.com/currencies/trade-token-x/,$0.035284,"$3,011,788",2.66%
EDR,Endor Protocol,https://coinmarketcap.com/currencies/endor-protocol/,$0.003856,"$3,004,871",12.02%
PLBT,Polybius,https://coinmarketcap.com/currencies/polybius/,$0.751964,"$2,984,971",4.07%
HOT,Hydro Protocol,https://coinmarketcap.com/currencies/hydro-protocol/,$0.004217,"$2,960,608",-5.29%
QCX,QuickX Protocol,https://coinmarketcap.com/currencies/quickx-protocol/,$0.007277,"$2,946,707",0.24%
GSC,Global Social...,https://coinmarketcap.com/currencies/global-social-chain/,$0.005320,"$2,921,844",2.05%
XCASH,X-CASH,https://coinmarketcap.com/currencies/x-cash/,$0.000063,"$2,912,910",4.29%
TRAC,OriginTrail,https://coinmarketcap.com/currencies/origintrail/,$0.010090,"$2,895,023",2.18%
ECOM,Omnitude,https://coinmarketcap.com/currencies/omnitude/,$0.044023,"$2,853,289",3.54%
1WO,1World,https://coinmarketcap.com/currencies/1world/,$0.123955,"$2,848,647",0.78%
SWM,Swarm,https://coinmarketcap.com/currencies/swarm-fund/,$0.036136,"$2,842,240",-5.47%
FTC,Feathercoin,https://coinmarketcap.com/currencies/feathercoin/,$0.011097,"$2,841,611",1.36%
NPXSXEM,Pundi X NEM,https://coinmarketcap.com/currencies/pundi-x-nem/,$0.000137,"$2,836,545",-26.09%
COS,COS,https://coinmarketcap.com/currencies/cos/,$0.016225,"$2,827,017",5.76%
KRI,Krios,https://coinmarketcap.com/currencies/krios/,$0.015803,"$2,814,594",-5.22%
ONION,DeepOnion,https://coinmarketcap.com/currencies/deeponion/,$0.174081,"$2,805,686",2.72%
LND,Lendingblock,https://coinmarketcap.com/currencies/lendingblock/,$0.003620,"$2,801,266",4.94%
DICE,Etheroll,https://coinmarketcap.com/currencies/etheroll/,$0.397344,"$2,782,056",-2.41%
CAG,Change,https://coinmarketcap.com/currencies/change/,$0.087764,"$2,779,795",0.75%
UOS,Ultra,https://coinmarketcap.com/currencies/ultra/,$0.030697,"$2,778,843",2.58%
AFIN,Asian Fintech,https://coinmarketcap.com/currencies/asian-fintech/,$0.011089,"$2,772,341",3.58%
MEETONE,MEET.ONE,https://coinmarketcap.com/currencies/meetone/,$0.001448,"$2,770,529",3.17%
UTNP,Universa,https://coinmarketcap.com/currencies/universa/,$0.001494,"$2,762,929",1.87%
BITUSD,bitUSD,https://coinmarketcap.com/currencies/bitusd/,$0.913604,"$2,760,984",1.47%
KAASO,KAASO,https://coinmarketcap.com/currencies/kaaso/,$0.112153,"$2,758,970",-6.40%
SOUL,Phantasma,https://coinmarketcap.com/currencies/phantasma/,$0.047219,"$2,754,433",4.42%
FLETA,FLETA,https://coinmarketcap.com/currencies/fleta/,$0.009169,"$2,742,887",-2.14%
NIX,NIX,https://coinmarketcap.com/currencies/nix/,$0.063269,"$2,736,075",-7.72%
SKM,Skrumble Network,https://coinmarketcap.com/currencies/skrumble-network/,$0.002667,"$2,724,726",3.03%
MXC,Machine Xchan...,https://coinmarketcap.com/currencies/machine-xchange-coin/,$0.002057,"$2,715,000",3.01%
SNTVT,Sentivate,https://coinmarketcap.com/currencies/sentivate/,$0.001190,"$2,713,833",-8.22%
FAT,Fatcoin,https://coinmarketcap.com/currencies/fatcoin/,$0.020097,"$2,706,195",-0.30%
DREAM,DreamTeam Token,https://coinmarketcap.com/currencies/dreamteam-token/,$0.074191,"$2,680,983",-0.68%
PST,Primas,https://coinmarketcap.com/currencies/primas/,$0.050850,"$2,679,418",9.17%
MRX,Metrix Coin,https://coinmarketcap.com/currencies/metrix-coin/,$0.000183,"$2,676,710",0.58%
LKY,Linkey,https://coinmarketcap.com/currencies/linkey/,$0.053283,"$2,664,142",0.00%
RTH,Rotharium,https://coinmarketcap.com/currencies/rotharium/,$0.789206,"$2,649,579",-2.03%
LUN,Lunyr,https://coinmarketcap.com/currencies/lunyr/,$1.15,"$2,634,305",5.73%
DPY,Delphy,https://coinmarketcap.com/currencies/delphy/,$0.042203,"$2,625,000",-1.99%
CLAM,Clams,https://coinmarketcap.com/currencies/clams/,$0.680651,"$2,613,230",0.00%
SNC,SunContract,https://coinmarketcap.com/currencies/suncontract/,$0.021276,"$2,610,689",2.65%
CHR,Chromia,https://coinmarketcap.com/currencies/chromia/,$0.023098,"$2,602,571",-2.16%
XPM,Primecoin,https://coinmarketcap.com/currencies/primecoin/,$0.087537,"$2,582,984",1.62%
VEX,Vexanium,https://coinmarketcap.com/currencies/vexanium/,$0.003653,"$2,570,913",-0.26%
YEED,YGGDRASH,https://coinmarketcap.com/currencies/yeed/,$0.000472,"$2,570,866",-1.94%
TOC,TouchCon,https://coinmarketcap.com/currencies/touchcon/,$0.010972,"$2,558,304",25.26%
PPY,Peerplays,https://coinmarketcap.com/currencies/peerplays-ppy/,$0.563273,"$2,535,594",11.90%
ZUM,ZumCoin,https://coinmarketcap.com/currencies/zumcoin/,$0.002567,"$2,538,097",2.32%
LET,LinkEye,https://coinmarketcap.com/currencies/linkeye/,$0.004228,"$2,536,523",-0.51%
CONST,Constant,https://coinmarketcap.com/currencies/constant/,$49.84,"$2,527,029",0.00%
ISR,Insureum,https://coinmarketcap.com/currencies/insureum/,$0.011702,"$2,504,701",57.23%
DEEX,DEEX,https://coinmarketcap.com/currencies/deex/,$0.044291,"$2,503,700",34.36%
CZR,CanonChain,https://coinmarketcap.com/currencies/cononchain/,$0.004454,"$2,492,921",21.22%
GBC,Gold Bits Coin,https://coinmarketcap.com/currencies/gold-bits-coin/,$0.023525,"$2,492,885",-0.39%
NIM,Nimiq,https://coinmarketcap.com/currencies/nimiq/,$0.000512,"$2,487,442",-3.10%
OLT,OneLedger,https://coinmarketcap.com/currencies/oneledger/,$0.006995,"$2,482,296",-2.52%
VIDT,V-ID,https://coinmarketcap.com/currencies/v-id/,$0.076395,"$2,449,886",-5.82%
ZUC,ZeuxCoin,https://coinmarketcap.com/currencies/zeuxcoin/,$0.012869,"$2,445,051",23.09%
SCC,STEM CELL COIN,https://coinmarketcap.com/currencies/stem-cell-coin/,$0.007609,"$2,440,012",-5.55%
CSNO,BitDice,https://coinmarketcap.com/currencies/bitdice/,$0.034833,"$2,438,289",0.10%
UT,Ulord,https://coinmarketcap.com/currencies/ulord/,$0.018722,"$2,432,447",-4.47%
HLC,Qitmeer,https://coinmarketcap.com/currencies/qitmeer/,$0.006236,"$2,425,936",1.44%
BZNT,Bezant,https://coinmarketcap.com/currencies/bezant/,$0.003519,"$2,421,403",13.93%
QWC,Qwertycoin,https://coinmarketcap.com/currencies/qwertycoin/,$0.000023,"$2,417,819",-2.40%
VIN,VINchain,https://coinmarketcap.com/currencies/vinchain/,$0.004079,"$2,407,285",4.12%
TFD,TE-FOOD,https://coinmarketcap.com/currencies/te-food/,$0.004618,"$2,390,789",-5.89%
XSPEC,Spectrecoin,https://coinmarketcap.com/currencies/spectrecoin/,$0.105223,"$2,361,777",-0.91%
AMIO,Amino Network,https://coinmarketcap.com/currencies/amino-network/,$0.055122,"$2,357,571",-10.66%
CLO,Callisto Network,https://coinmarketcap.com/currencies/callisto-network/,$0.001126,"$2,356,855",-2.51%
CPX,Apex,https://coinmarketcap.com/currencies/apex/,$0.005317,"$2,503,327",4.84%
MVL,MVL,https://coinmarketcap.com/currencies/mvl/,$0.000308,"$2,354,417",1.71%
BST,BlockStamp,https://coinmarketcap.com/currencies/blockstamp/,$0.099020,"$2,352,112",-0.52%
CRD,CryptalDash,https://coinmarketcap.com/currencies/cryptaldash/,$0.002342,"$2,341,736",21.91%
CHX,Own,https://coinmarketcap.com/currencies/own/,$0.023363,"$2,329,707",0.48%
EOSDAC,eosDAC,https://coinmarketcap.com/currencies/eosdac/,$0.003525,"$2,329,416",4.32%
ART,Maecenas,https://coinmarketcap.com/currencies/maecenas/,$0.039851,"$2,325,467",10.99%
SPANK,SpankChain,https://coinmarketcap.com/currencies/spankchain/,$0.007667,"$2,300,302",15.99%
ECC,ECC,https://coinmarketcap.com/currencies/eccoin/,$0.000091,"$2,286,505",0.30%
MINT,MintCoin,https://coinmarketcap.com/currencies/mintcoin/,$0.000092,"$2,286,261",0.00%
PAC,PAC Global,https://coinmarketcap.com/currencies/pac-global/,$0.000299,"$2,275,816",-4.57%
HALO,Halo Platform,https://coinmarketcap.com/currencies/halo-platform/,$0.000448,"$2,272,794",18.56%
CSP,Caspian,https://coinmarketcap.com/currencies/caspian/,$0.005086,"$2,257,819",2.11%
LIF,Winding Tree,https://coinmarketcap.com/currencies/winding-tree/,$0.105585,"$2,257,606",-1.77%
UKG,Unikoin Gold,https://coinmarketcap.com/currencies/unikoin-gold/,$0.015459,"$2,246,871",-1.49%
IQN,IQeon,https://coinmarketcap.com/currencies/iqeon/,$0.604862,"$2,237,352",4.87%
SUB,Substratum,https://coinmarketcap.com/currencies/substratum/,$0.005799,"$2,221,317",-11.80%
ABYSS,Abyss Token,https://coinmarketcap.com/currencies/abyss-token/,$0.009731,"$2,218,750",-1.08%
PI,PCHAIN,https://coinmarketcap.com/currencies/pchain/,$0.005287,"$2,209,086",-4.23%
ACM,Actinium,https://coinmarketcap.com/currencies/actinium/,$0.145698,"$2,202,657",26.45%
OK,OKCash,https://coinmarketcap.com/currencies/okcash/,$0.029360,"$2,196,830",-2.07%
SLT,Smartlands,https://coinmarketcap.com/currencies/smartlands/,$0.429287,"$2,189,749",10.63%
LBC,LBRY Credits,https://coinmarketcap.com/currencies/library-credit/,$0.007795,"$2,179,535",-0.69%
MIR,MIR COIN,https://coinmarketcap.com/currencies/mir-coin/,$0.003512,"$2,177,407",0.19%
RUNE,THORChain,https://coinmarketcap.com/currencies/thorchain/,$0.020807,"$2,174,921",11.05%
IHT,IHT Real Esta...,https://coinmarketcap.com/currencies/iht-real-estate-protocol/,$0.002209,"$2,173,590",0.36%
SHIP,ShipChain,https://coinmarketcap.com/currencies/shipchain/,$0.008290,"$2,164,920",0.00%
IMG,ImageCoin,https://coinmarketcap.com/currencies/imagecoin/,$0.152536,"$2,153,503",8.02%
TPAY,TokenPay,https://coinmarketcap.com/currencies/tokenpay/,$0.130975,"$2,150,267",-9.47%
BITB,Bean Cash,https://coinmarketcap.com/currencies/bean-cash/,$0.000646,"$2,140,082",0.00%
YEE,YEE,https://coinmarketcap.com/currencies/yee/,$0.001564,"$2,134,836",-0.74%
SENT,Sentinel,https://coinmarketcap.com/currencies/sentinel/,$0.001064,"$2,127,521",-7.29%
PGN,Pigeoncoin,https://coinmarketcap.com/currencies/pigeoncoin/,$0.000552,"$2,107,646",-18.40%
PNK,Kleros,https://coinmarketcap.com/currencies/kleros/,$0.009252,"$2,101,468",9.00%
DTX,DaTa eXchange,https://coinmarketcap.com/currencies/data-exchange/,$0.027304,"$2,101,448",-3.49%
BBR,Boolberry,https://coinmarketcap.com/currencies/boolberry/,$0.158931,"$2,099,070",-1.71%
TUBE,BitTube,https://coinmarketcap.com/currencies/bit-tube/,$0.009986,"$2,087,717",-1.54%
IDH,indaHash,https://coinmarketcap.com/currencies/indahash/,$0.005198,"$2,078,685",-0.89%
PHR,Phore,https://coinmarketcap.com/currencies/phore/,$0.108051,"$2,059,746",5.06%
INSTAR,Insights Network,https://coinmarketcap.com/currencies/insights-network/,$0.014143,"$2,052,179",4.08%
PIA,Futurepia,https://coinmarketcap.com/currencies/futurepia/,$0.002278,"$2,043,644",-17.53%
REM,Remme,https://coinmarketcap.com/currencies/remme/,$0.003086,"$2,034,897",31.64%
GARD,Hashgard,https://coinmarketcap.com/currencies/hashgard/,$0.000036,"$2,056,971",4.70%
NTY,Nexty,https://coinmarketcap.com/currencies/nexty/,$0.000013,"$2,022,786",0.00%
BWX,Blue Whale EX...,https://coinmarketcap.com/currencies/blue-whale-exchange/,$0.050288,"$2,026,595",-14.73%
TEMCO,TEMCO,https://coinmarketcap.com/currencies/temco/,$0.000658,"$2,025,238",-0.63%
LRN,Loopring [NEO],https://coinmarketcap.com/currencies/loopring-neo/,$0.017698,"$2,010,531",1.24%
FLC,Flowchain,https://coinmarketcap.com/currencies/flowchain/,$2.91,"$2,006,953",-1.73%
DYN,Dynamic,https://coinmarketcap.com/currencies/dynamic/,$0.134628,"$1,996,222",13.25%
RADS,Radium,https://coinmarketcap.com/currencies/radium/,$0.514146,"$1,984,297",11.00%
ECOB,Ecobit,https://coinmarketcap.com/currencies/ecobit/,$0.004452,"$1,978,583",0.00%
CPC,CPChain,https://coinmarketcap.com/currencies/cpchain/,$0.005135,"$1,934,818",-1.23%
DACS,DACSEE,https://coinmarketcap.com/currencies/dacsee/,$0.002580,"$1,947,510",0.00%
AIDOC,AI Doctor,https://coinmarketcap.com/currencies/aidoc/,$0.003446,"$1,929,358",1.66%
PRA,ProChain,https://coinmarketcap.com/currencies/prochain/,$0.038474,"$1,906,896",-1.76%
WWB,Wowbit,https://coinmarketcap.com/currencies/wowbit/,$0.006880,"$1,911,032",-6.86%
ALIS,ALIS,https://coinmarketcap.com/currencies/alis/,$0.048514,"$1,910,999",112.82%
TCASH,TCASH,https://coinmarketcap.com/currencies/tcash/,$0.054110,"$1,904,675",7.62%
TRST,WeTrust,https://coinmarketcap.com/currencies/trust/,$0.020495,"$1,888,552",20.67%
AMO,AMO Coin,https://coinmarketcap.com/currencies/amo-coin/,$0.000238,"$1,887,124",-1.80%
ZCN,0Chain,https://coinmarketcap.com/currencies/0chain/,$0.047002,"$1,885,593",0.76%
NOKU,Noku,https://coinmarketcap.com/currencies/noku/,$0.079132,"$1,881,528",-10.75%
RBY,Rubycoin,https://coinmarketcap.com/currencies/rubycoin/,$0.068471,"$1,875,018",0.00%
XFC,Footballcoin,https://coinmarketcap.com/currencies/footballcoin/,$0.004978,"$1,865,150",-0.80%
AMLT,AMLT,https://coinmarketcap.com/currencies/amlt/,$0.007713,"$1,858,647",20.43%
PCL,Peculium,https://coinmarketcap.com/currencies/peculium/,$0.000914,"$1,865,148",-1.46%
NGC,NAGA,https://coinmarketcap.com/currencies/naga/,$0.025408,"$1,828,360",-6.35%
NSR,NuShares,https://coinmarketcap.com/currencies/nushares/,$0.000658,"$1,826,660",-7.80%
NSD,Nasdacoin,https://coinmarketcap.com/currencies/nasdacoin/,$0.087742,"$1,825,280",2.04%
SDA,SDChain,https://coinmarketcap.com/currencies/sdchain/,$0.001207,"$1,811,186",-6.63%
CPT,Cryptaur,https://coinmarketcap.com/currencies/cryptaur/,$0.000157,"$1,804,125",-4.40%
EOSDT,EOSDT,https://coinmarketcap.com/currencies/eosdt/,$1.00,"$1,803,020",0.14%
INK,Ink,https://coinmarketcap.com/currencies/ink/,$0.003885,"$1,802,388",1.51%
HPC,Happycoin,https://coinmarketcap.com/currencies/happycoin/,$0.079236,"$1,799,345",-0.56%
OBSR,Observer,https://coinmarketcap.com/currencies/observer/,$0.001336,"$1,788,270",9.47%
SKCH,Skychain,https://coinmarketcap.com/currencies/skychain/,$0.238285,"$1,783,637",2.99%
VGW,VegaWallet Token,https://coinmarketcap.com/currencies/vegawallet-token/,$0.137428,"$1,781,240",0.37%
MRK,MARK.SPACE,https://coinmarketcap.com/currencies/mark-space/,$0.002298,"$1,778,830",-1.76%
DCT,DECENT,https://coinmarketcap.com/currencies/decent/,$0.034356,"$1,762,675",-2.14%
ATCC,ATC Coin,https://coinmarketcap.com/currencies/atc-coin/,$0.004738,"$1,751,232",1.76%
MTV,MultiVAC,https://coinmarketcap.com/currencies/multivac/,$0.000807,"$1,740,923",-2.50%
QNTU,Quanta Utilit...,https://coinmarketcap.com/currencies/quanta-utility-token/,$0.000059,"$1,740,272",3.26%
NASH,NeoWorld Cash,https://coinmarketcap.com/currencies/neoworld-cash/,$0.000082,"$1,733,812",1.89%
NOS,nOS,https://coinmarketcap.com/currencies/nos/,$0.016833,"$1,725,356",3.42%
OPQ,Opacity,https://coinmarketcap.com/currencies/opacity/,$0.013309,"$1,716,820",1.98%
QDAO,Q DAO Governa...,https://coinmarketcap.com/currencies/q-dao-governance-token/,$24.96,"$1,712,992",0.31%
CHAT,ChatCoin,https://coinmarketcap.com/currencies/chatcoin/,$0.002476,"$1,708,561",5.08%
SSP,Smartshare,https://coinmarketcap.com/currencies/smartshare/,$0.000366,"$1,699,748",4.90%
ZCL,ZClassic,https://coinmarketcap.com/currencies/zclassic/,$0.229662,"$1,689,085",0.02%
BTT,Blocktrade Token,https://coinmarketcap.com/currencies/blocktrade-token/,$0.030297,"$1,688,316",-4.52%
UCASH,UNIVERSAL CASH,https://coinmarketcap.com/currencies/ucash/,$0.000162,"$1,675,805",-40.82%
MVP,Merculet,https://coinmarketcap.com/currencies/merculet/,$0.000683,"$1,652,277",-5.09%
BXY,Beaxy,https://coinmarketcap.com/currencies/beaxy/,$0.012655,"$1,649,590",29.16%
UBT,Unibright,https://coinmarketcap.com/currencies/unibright/,$0.011571,"$1,615,025",0.33%
ADS,Adshares,https://coinmarketcap.com/currencies/adshares/,$0.046773,"$1,630,099",-1.36%
KICK,KickToken,https://coinmarketcap.com/currencies/kick-token/,$0.000287,"$1,604,938",13.25%
AXPR,aXpire,https://coinmarketcap.com/currencies/axpire/,$0.005647,"$1,597,641",0.77%
TRTL,TurtleCoin,https://coinmarketcap.com/currencies/turtlecoin/,$0.000028,"$1,598,352",7.74%
1SG,1SG,https://coinmarketcap.com/currencies/1sg/,$0.729211,"$1,595,554",0.32%
MOON,Mooncoin,https://coinmarketcap.com/currencies/mooncoin/,$0.000007,"$1,590,230",17.68%
RPD,Rapids,https://coinmarketcap.com/currencies/rapids/,$0.000144,"$1,583,530",19.45%
XDB,DigitalBits,https://coinmarketcap.com/currencies/digitalbits/,$0.013277,"$1,578,921",0.25%
CBC,CashBet Coin,https://coinmarketcap.com/currencies/cashbet-coin/,$0.009674,"$1,571,931",0.81%
AKRO,Akropolis ,https://coinmarketcap.com/currencies/akropolis/,$0.002902,"$1,552,610",-5.85%
HBX,HashBX ,https://coinmarketcap.com/currencies/hashsbx/,$0.002959,"$1,542,721",-42.42%
ERG,Ergo,https://coinmarketcap.com/currencies/ergo/,$0.591309,"$1,531,269",0.51%
BOOM,BOOM,https://coinmarketcap.com/currencies/boom/,$0.001995,"$1,520,885",4.28%
TRY,Trias,https://coinmarketcap.com/currencies/trias/,$0.001892,"$1,502,067",18.71%
KUBO,KuboCoin,https://coinmarketcap.com/currencies/kubocoin/,$0.000017,"$1,482,980",1.55%
